RLD,RS,TE_code,active_ingredients,company,dosageform_route,drug_class,drug_name,marketing_status,review_priority,strength,use,rare,hereditary,medical_area,specific,gender,year
Yes,Yes,None,encorafenib,ARRAY BIOPHARMA INC,CAPSULE;ORAL,Type 1 - New Molecular Entity and Type 4 - New Combination,Braftovi,Prescription,STANDARD; Orphan,75MG,To treat unresectable or metastatic melanoma,no,no,cancer,skin,adults,6/27/2018
Yes,Yes,None,tecovirimat,SIGA TECHNOLOGIES,CAPSULE;ORAL,Type 1 - New Molecular Entity,TPOXX,Prescription,PRIORITY; Orphan,200MG,To treat smallpox,no,no,smallpox,smallpox,adults,7/13/2018
Yes,Yes,None,ivosidenib,AGIOS PHARMS INC,TABLET;ORAL,Type 1 - New Molecular Entity,Tibsovo,Prescription,PRIORITY; Orphan,250MG,To treat patients with relapsed or refractory acute myeloid leukemia,no,no,cancer,blood,adults,7/20/2018
Yes,Yes,None,,GLAXOSMITHKLINE,TABLET;ORAL,Type 1 - New Molecular Entity,Krintafel,Prescription,PRIORITY; Orphan,EQ 150MG BASE,For the radical cure (prevention of relapse) of Plasmodium vivax malaria,no,no,vector-borne diseases,malaria,adults,7/20/2018
Yes,No,None,elagolix sodium,ABBVIE INC,TABLET;ORAL,Type 1 - New Molecular Entity,Orilissa,Prescription,PRIORITY,EQ 150MG BASE,For the management of moderate to severe pain associated with endometriosis,no,no,gynecology,endometriosis,female,7/23/2018
Yes,Yes,None,elagolix sodium,ABBVIE INC,TABLET;ORAL,Type 1 - New Molecular Entity,Orilissa,Prescription,PRIORITY,EQ 200MG BASE,For the management of moderate to severe pain associated with endometriosis,no,no,gynecology,endometriosis,female,7/23/2018
Yes,Yes,None,fish oil triglycerides,FRESENIUS KABI USA,EMULSION;INTRAVENOUS,Type 1 - New Molecular Entity and Type 4 - New Combination,Omegaven,Prescription,PRIORITY; Orphan,5GM/50ML (0.1GM/ML),As a source of calories and fatty acids in pediatric patients with parenteral nutrition-associated cholestasis,no,no,digestive,intestinal failure ,children,7/27/2018
Yes,Yes,None,fish oil triglycerides,FRESENIUS KABI USA,EMULSION;INTRAVENOUS,Type 1 - New Molecular Entity and Type 4 - New Combination,Omegaven,Prescription,PRIORITY; Orphan,10GM/100ML (0.1GM/ML),As a source of calories and fatty acids in pediatric patients with parenteral nutrition-associated cholestasis,no,no,digestive,intestinal failure ,children,7/27/2018
Yes,Yes,None,lusutrombopag,SHIONOGI INC,TABLET;ORAL,Type 1 - New Molecular Entity,Mulpleta,Prescription,PRIORITY,3MG,To treat thrombocytopenia in adult patients with chronic liver disease who are scheduled to undergo a procedure,no,no,cardiovascular,blood clots,adults,7/31/2018
TBD,No,None,mogamulizumab-kpkc,KYOWA KIRIN,INJECTABLE;INJECTION,,Poteligeo,Prescription,N/A; Orphan,20MG/5ML,To treat two rare types of non-Hodgkin lymphoma,no,no,cancer,blood,adults,8/8/2018
Yes,Yes,None,patisiran,ALNYLAM PHARMS INC,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Onpattro,Prescription,PRIORITY; Orphan,EQ 10MG BASE/5ML (EQ 2MG BASE/ML),To treat the polyneuropathy of hereditary transthyretin-mediated amyloidosis in adult patients,no,yes,nephrology,nephrology,adults,8/10/2018
Yes,Yes,None,segesterone acetate and ethinyl estradiol vaginal system,THERAPEUTICSMD INC,RING;VAGINAL,Type 1 - New Molecular Entity and Type 4 - New Combination,Annovera,Prescription,STANDARD,0.013MG/24HR;0.15MG/24HR,New vaginal ring used to prevent pregnancy for an entire year,no,no,gynecology,gynecology,female,8/10/2018
Yes,Yes,None,migalastat,AMICUS THERAPS US,CAPSULE;ORAL,Type 1 - New Molecular Entity,Galafold,Prescription,PRIORITY; Orphan,EQ 123MG BASE,To treat treat adults with Fabry disease.,no,yes,metabolic,fatty acid,adults,8/10/2018
Yes,No,None,stiripentol,BIOCODEX SA,CAPSULE;ORAL,Type 1 - New Molecular Entity,Diacomit,Prescription,PRIORITY; Orphan,250MG,To treat seizures associated with Dravet syndrome in patients 2 years of age and older taking clobazam,no,no,muscular,seizures,children and adults,8/20/2018
Yes,Yes,None,stiripentol,BIOCODEX SA,CAPSULE;ORAL,Type 1 - New Molecular Entity,Diacomit,Prescription,PRIORITY; Orphan,500MG,To treat seizures associated with Dravet syndrome in patients 2 years of age and older taking clobazam,no,no,muscular,seizures,children and adults,8/20/2018
No,No,None,cenegermin-bkbj,DOMPE FARMACEUTICI,SOLUTION;OPHTHALMIC,,xervate,Prescription,N/A; Orphan,0.002%(20MCG/ML),To treat neurotrophic keratitis,yes,no,neurology,eye,adults,8/22/2018
No,No,None,lanadelumab,DYAX CORP.,INJECTABLE;INJECTION,,Takhzyro,Prescription,N/A; Orphan,300MG/ML(150MG/ML),To treat types I and II hereditary angioedema,no,yes,skin,hereditary angioedema ,children and adults,8/23/2018
Yes,Yes,None,eravacycline,TETRAPHASE PHARMS,POWDER;INTRAVENOUS,Type 1 - New Molecular Entity,Xerava,Prescription,PRIORITY,EQ 50MG BASE/VIAL,To treat complicated intra-abdominal infections in patients 18 years of age and older,no,no,digestive,infection,adults,8/27/2018
Yes,Yes,None,eravacycline,TETRAPHASE PHARMS,POWDER;INTRAVENOUS,Type 1 - New Molecular Entity,Xerava,Prescription,PRIORITY,EQ 100MG BASE/VIAL,To treat complicated intra-abdominal infections in patients 18 years of age and older,no,no,digestive,infection,adults,8/27/2018
Yes,Yes,None,doravirine,MSD MERCK CO,TABLET;ORAL,Type 1 - New Molecular Entity,Pifeltro,Prescription,STANDARD,100MG,To treat HIV-1 infection in adult patients,no,yes,HIV,HIV,adults,8/30/2018
No,No,None,moxetumomab pasudotox-tdfk,INNATE PHARMA,INJECTABLE;INJECTION,,Lumoxiti,Prescription,N/A; Orphan,1MG/VIAL,To treat hairy cell leukemia,yes,no,cancer,blood,adults,9/13/2018
No,No,None,fremanezumab-vfrm,TEVA PHARMS USA,INJECTABLE;INJECTION,,Ajovy,Prescription,N/A,150MG/ML,For the preventive treatment of migraine in adults,no,no,neurology,migraine,adults,9/14/2018
Yes,No,None,talazoparib,PFIZER,CAPSULE;ORAL,Type 1 - New Molecular Entity,Talzenna,Prescription,PRIORITY,EQ 0.25MG BASE,To treat locally advanced or metastatic breast cancer patients with a germline BRCA mutation.,no,no,cancer,breast,female,10/16/2018
Yes,Yes,None,talazoparib,PFIZER,CAPSULE;ORAL,Type 1 - New Molecular Entity,Talzenna,Prescription,PRIORITY,EQ 1MG BASE,To treat locally advanced or metastatic breast cancer patients with a germline BRCA mutation.,no,no,cancer,breast,female,10/16/2018
Yes,No,None,duvelisib,SECURA,CAPSULE;ORAL,Type 1 - New Molecular Entity,Copiktra,Prescription,PRIORITY; Orphan,15MG,"To treat relapsed or refractory chronic lymphocytic leukemia, small lymphocytic lymphoma and follicular lymphoma",no,no,cancer,blood,adults,9/24/2018
Yes,Yes,None,duvelisib,SECURA,CAPSULE;ORAL,Type 1 - New Molecular Entity,Copiktra,Prescription,PRIORITY; Orphan,25MG,"To treat relapsed or refractory chronic lymphocytic leukemia, small lymphocytic lymphoma and follicular lymphoma",no,no,cancer,blood,adults,9/24/2018
No,No,None,galcanezumab-gnlm,ELI LILLY AND CO,INJECTABLE;INJECTION,,Emgality,Prescription,N/A,120MG/ML,For the preventive treatment of migraine in adults,no,no,neurology,migraine,adults,9/27/2018
No,No,None,cemiplimab-rwlc,REGENERON PHARMACEUTICALS,INJECTABLE;INTRAVENOUS,,Libtayo,Prescription,N/A,350MG,To treat cutaneous squamous cell carcinoma (CSCC),no,no,cancer,lung,adults,9/27/2019
Yes,No,None,sarecycline,ALMIRALL,TABLET;ORAL,Type 1 - New Molecular Entity,Seysara,Prescription,STANDARD,EQ 60MG BASE,To treat inflammatory lesions of non-nodular moderate to severe acne vulgaris in patients 9 years of age and older,no,no,cancer,skin,adults,9/28/2018
Yes,No,None,sarecycline,ALMIRALL,TABLET;ORAL,Type 1 - New Molecular Entity,Seysara,Prescription,STANDARD,EQ 100MG BASE,To treat inflammatory lesions of non-nodular moderate to severe acne vulgaris in patients 9 years of age and older,no,no,skin,acne,children and adults,10/1/2018
Yes,Yes,None,sarecycline,ALMIRALL,TABLET;ORAL,Type 1 - New Molecular Entity,Seysara,Prescription,STANDARD,EQ 150MG BASE,To treat inflammatory lesions of non-nodular moderate to severe acne vulgaris in patients 9 years of age and older,no,no,skin,acne,children and adults,10/1/2018
Yes,Yes,None,omadacycline,PARATEK PHARMS INC,TABLET;ORAL,Type 1 - New Molecular Entity,Nuzyra,Prescription,PRIORITY,EQ 150MG BASE,To treat community-acquired bacterial pneumonia and acute bacterial skin and skin structure infections,no,no,skin,acne,children and adults,10/1/2018
No,No,None,elapegademase-lvlr,LEADIANT BIOSCI INC,INJECTABLE;INJECTION,,Revcovi,Prescription,N/A; Orphan,1.6MG/ML,To treat Adenosine Deaminase-Severe Combined Immunodeficiency (ADA-SCID),no,no,vector-borne diseases,pneumonia,adults,10/2/2018
Yes,Yes,None,inotersen,AKCEA THERAPS,SOLUTION;SUBCUTANEOUS,Type 1 - New Molecular Entity,Tegsedi,Prescription,PRIORITY; Orphan,EQ 284MG BASE/1.5ML (EQ 189.3MG BASE/ML),To treat polyneuropathy of hereditary transthyretin-mediated amyloidosis in adults,yes,yes,immune disease,ADA-SCID,adults,10/5/2018
Yes,No,None,baloxavir marboxil,GENENTECH INC,TABLET;ORAL,Type 1 - New Molecular Entity,Xofluza,Prescription,PRIORITY,20MG,To treat acute uncomplicated influenza in patients who have been symptomatic for no more than 48 hours.,yes,yes,nephrology,nephrology,adults,10/5/2018
Yes,Yes,None,baloxavir marboxil,GENENTECH INC,TABLET;ORAL,Type 1 - New Molecular Entity,Xofluza,Prescription,PRIORITY,40MG,To treat acute uncomplicated influenza in patients who have been symptomatic for no more than 48 hours.,no,no,vector-borne diseases,influenza,adults,10/24/2018
Yes,No,None,lorlatinib,PFIZER,TABLET;ORAL,Type 1 - New Molecular Entity,Lorbrena,Prescription,PRIORITY; Orphan,25MG,To treat patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer,no,no,vector-borne diseases,influenza,adults,10/24/2018
Yes,Yes,None,lorlatinib,PFIZER,TABLET;ORAL,Type 1 - New Molecular Entity,Lorbrena,Prescription,PRIORITY; Orphan,100MG,To treat patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer,no,no,cancer,lung,adults,11/2/2018
Yes,Yes,None,revefenacin,MYLAN IRELAND LTD,SOLUTION;INHALATION,Type 1 - New Molecular Entity,Yupelri,Prescription,STANDARD,175MCG/3ML,To treat patients with chronic obstructive pulmonary disease (COPD),no,no,cancer,lung,adults,11/2/2018
Yes,Yes,None,rifamycin,REDHILL,"TABLET, DELAYED RELEASE;ORAL",Type 1 - New Molecular Entity,Aemcolo,Prescription,PRIORITY,EQ 194MG BASE,To treat travelers’ diarrhea,no,no,pulmonary,lung,adults,11/9/2018
No,No,None,emapalumab-lzsgemapalumab-lzsg,NOVIMMUNE S.A.,INJECTABLE;INJECTION,,Gamifant,Prescription,N/A; Orphan,10MG/2ML,To treat primary hemophagocytic lymphohistiocytosis (HLH),no,no,digestive,digestive,adults,11/16/2018
No,No,None,emapalumab-lzsgemapalumab-lzsg,NOVIMMUNE S.A.,INJECTABLE;INJECTION,,Gamifant,Prescription,N/A; Orphan,50MG/10ML,To treat primary hemophagocytic lymphohistiocytosis (HLH),yes,no,cardiovascular,blood,adults,11/20/2018
No,No,None,emapalumab-lzsgemapalumab-lzsg,NOVIMMUNE S.A.,INJECTABLE;INJECTION,,Gamifant,Prescription,N/A; Orphan,100MG/20ML,To treat primary hemophagocytic lymphohistiocytosis (HLH),yes,no,cardiovascular,blood,adults,11/20/2018
Yes,No,None,glasdegib,PFIZER,TABLET;ORAL,Type 1 - New Molecular Entity,Daurismo,Prescription,PRIORITY; Orphan,EQ 25MG BASE,To treat newly-diagnosed acute myeloid leukemia (AML) in adult patients,yes,no,cardiovascular,blood,adults,11/20/2018
Yes,Yes,None,glasdegib,PFIZER,TABLET;ORAL,Type 1 - New Molecular Entity,Daurismo,Prescription,PRIORITY; Orphan,EQ 100MG BASE,To treat newly-diagnosed acute myeloid leukemia (AML) in adult patients,no,no,cancer,blood,adults,11/21/2018
Yes,No,None,larotrectinib,BAYER HLTHCARE,CAPSULE;ORAL,Type 1 - New Molecular Entity,Vitrakvi,Prescription,PRIORITY; Orphan,EQ 25MG BASE,To treat patients whose cancers have a specific genetic feature (biomarker),no,no,cancer,blood,adults,11/21/2018
Yes,Yes,None,larotrectinib,BAYER HLTHCARE,CAPSULE;ORAL,Type 1 - New Molecular Entity,Vitrakvi,Prescription,PRIORITY; Orphan,EQ 100MG BASE,To treat patients whose cancers have a specific genetic feature (biomarker),no,no,pulmonary,lung,adults,11/26/2018
Yes,Yes,None,amifampridine,CATALYST PHARMS,TABLET;ORAL,Type 1 - New Molecular Entity,Firdapse,Prescription,PRIORITY; Orphan,EQ 10MG BASE,To treat  Lambert-Eaton myasthenic syndrome (LEMS) in adults,no,no,pulmonary,lung,adults,11/26/2018
Yes,Yes,None,gilteritinib,ASTELLAS,TABLET;ORAL,Type 1 - New Molecular Entity,Xospata,Prescription,PRIORITY; Orphan,EQ 40MG BASE,To treat patients who have relapsed or refractory acute myeloid leukemia (AML),yes,no,neurology,neurology,adults,11/28/2028
Yes,No,None,prucalopride,TAKEDA PHARMS USA,TABLET;ORAL,Type 1 - New Molecular Entity,Motegrity,Prescription,STANDARD,EQ 1MG BASE,To treat chronic idiopathic constipation,no,no,cancer,blood,adults,11/28/2018
Yes,Yes,None,prucalopride,TAKEDA PHARMS USA,TABLET;ORAL,Type 1 - New Molecular Entity,Motegrity,Prescription,STANDARD,EQ 2MG BASE,To treat chronic idiopathic constipation,no,no,digestive,constipation,adults,12/14/2018
No,No,None,calaspargase pegol-mknl,SERVIER PHARMA LLC,INJECTABLE;INTRAVENOUS,,Asparlas,Prescription,N/A; Orphan,3750UNITS/5ML,To treat acute lymphoblastic leukemia (ALL) in pediatric and young adult patients age 1 month to 21 years,no,no,digestive,constipation,adults,12/14/2018
No,No,None,tagraxofusp-erzs,STEMLINE THERAPEUTICS INC,SOLUTION;INJECTION,,Elzonris,Prescription,N/A; Orphan,1000MCG,To treat blastic plasmacytoid dendritic cell neoplasm (BPDCN),no,no,cancer,blood,"infant, children and adult",12/20/2018
No,No,None,ravulizumab,ALEXION PHARM,INJECTABLE;INJECTION,,Ultomiris,Prescription,N/A; Orphan,300MG/30ML(10MG/ML),To treat paroxysmal nocturnal hemoglobinuria (PNH),no,no,cancer,nervous system,children and adults,12/21/2018
Yes,Yes,None,etelcalcetide,KAI PHARMS INC,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Parsabiv,Prescription,STANDARD,2.5MG/0.5ML (2.5MG/0.5ML),To treat secondary hyperparathyroidism in adult patients with chronic kidney disease undergoing dialysis,yes,no,cardiovascular,blood,adults,12/21/2018
Yes,Yes,None,etelcalcetide,KAI PHARMS INC,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Parsabiv,Prescription,STANDARD,5MG/ML (5MG/ML),To treat secondary hyperparathyroidism in adult patients with chronic kidney disease undergoing dialysis,no,no,nephrology,nephrology,adults,2/7/2017
Yes,Yes,None,etelcalcetide,KAI PHARMS INC,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Parsabiv,Prescription,STANDARD,10MG/2ML (5MG/ML),To treat secondary hyperparathyroidism in adult patients with chronic kidney disease undergoing dialysis,no,no,nephrology,nephrology,adults,2/7/2017
Yes,No,None,deflazacort,PTC THERAP,TABLET;ORAL,Type 1 - New Molecular Entity,Emflaza,Prescription,PRIORITY; Orphan,6MG,To treat patients age 5 years and older with Duchenne muscular dystrophy (DMD),no,no,nephrology,nephrology,adults,2/7/2017
Yes,No,None,deflazacort,PTC THERAP,TABLET;ORAL,Type 1 - New Molecular Entity,Emflaza,Prescription,PRIORITY; Orphan,18MG,To treat patients age 5 years and older with Duchenne muscular dystrophy (DMD),yes,yes,muscular,Duchenne muscular dystrophy,children and adults,2/9/2017
Yes,No,None,deflazacort,PTC THERAP,TABLET;ORAL,Type 1 - New Molecular Entity,Emflaza,Prescription,PRIORITY; Orphan,30MG,To treat patients age 5 years and older with Duchenne muscular dystrophy (DMD),yes,yes,muscular,Duchenne muscular dystrophy,children and adults,2/9/2017
Yes,Yes,None,deflazacort,PTC THERAP,TABLET;ORAL,Type 1 - New Molecular Entity,Emflaza,Prescription,PRIORITY; Orphan,36MG,To treat patients age 5 years and older with Duchenne muscular dystrophy (DMD),yes,yes,muscular,Duchenne muscular dystrophy,children and adults,2/9/2017
No,No,None,brodalumab,VALEANT LUXEMBOURG,INJECTABLE;INJECTION,,Siliq,Prescription,N/A,210MG/1.5ML,To treat adults with moderate-to-severe plaque psoriasis,yes,yes,muscular,Duchenne muscular dystrophy,children and adults,2/9/2017
Yes,Yes,None,telotristat ethyl,TERSERA,TABLET;ORAL,Type 1 - New Molecular Entity,Xermelo,Prescription,PRIORITY; Orphan,EQ 250MG BASE,To treat carcinoid syndrome diarrhea,no,no,immune disease,plaque psoriasis ,adults,2/15/2017
Yes,Yes,None,ribociclib,NOVARTIS,TABLET;ORAL,Type 1 - New Molecular Entity,Kisqali,Prescription,PRIORITY,EQ 200MG BASE,To treat postmenopausal women with a type of advanced breast cancer,yes,no,cancer,digestive,adults,2/28/2017
Yes,No,None,safinamide,MDD US,TABLET;ORAL,Type 1 - New Molecular Entity,Xadago,Prescription,STANDARD,50MG,To treat Parkinson’s disease,no,no,cancer,breast,female,3/13/2017
Yes,Yes,None,safinamide,MDD US,TABLET;ORAL,Type 1 - New Molecular Entity,Xadago,Prescription,STANDARD,100MG,To treat Parkinson’s disease,no,no,muscular,Parkinson’s disease,adults,3/21/2017
No,No,None,avelumab,EMD SERONO INC,INJECTABLE;INJECTION,,Bavencio,Prescription,N/A; Orphan,20MG/ML,To treat metastatic Merkel cell carcinoma,no,no,muscular,Parkinson’s disease,adults,3/21/2017
Yes,Yes,None,"
			",BDSI,TABLET;ORAL,Type 1 - New Molecular Entity,Symproic,Prescription,STANDARD,EQ 0.2MG BASE,"
			",yes,no,cancer,skin,children and adults,3/23/2017
Yes,Yes,None,niraparib,GLAXOSMITHKLINE,CAPSULE;ORAL,Type 1 - New Molecular Entity,Zejula,Prescription,PRIORITY; Orphan,EQ 100MG BASE,"For the maintenance treatment for recurrent epithelial ovarian, fallopian tube or primary peritoneal cancers",no,no,digestive,constipation,adults,3/23/2017
No,No,None,dupilumab,REGENERON PHARMACEUTICALS,INJECTABLE; INJECTION,,Dupixent,Prescription,N/A,150MG/ML,To treat adults with moderate-to-severe eczema (atopic dermatitis),no,no,cancer,ovary,female,3/27/2017
No,No,None,ocrelizumab,GENENTECH INC,INJECTABLE;INJECTION,,Ocrevus,Prescription,N/A,30MG/1ML,To treat patients with relapsing and primary progressive forms of multiple sclerosis,no,no,skin,skin,adults,3/28/2017
Yes,No,None,deutetrabenazine ,TEVA BRANDED PHARM,TABLET;ORAL,Type 1 - New Molecular Entity,Austedo,Prescription,STANDARD; Orphan,6MG,For the treatment of chorea associated with Huntington’s disease ,no,no,immune disease, multiple sclerosis,adults,3/28/2017
Yes,No,None,deutetrabenazine ,TEVA BRANDED PHARM,TABLET;ORAL,Type 1 - New Molecular Entity,Austedo,Prescription,STANDARD; Orphan,9MG,For the treatment of chorea associated with Huntington’s disease ,no,yes,neurology,Huntington’s disease.,adults,4/3/2017
Yes,Yes,None,deutetrabenazine ,TEVA BRANDED PHARM,TABLET;ORAL,Type 1 - New Molecular Entity,Austedo,Prescription,STANDARD; Orphan,12MG,For the treatment of chorea associated with Huntington’s disease ,no,yes,neurology,Huntington’s disease.,adults,4/3/2017
Yes,No,None,valbenazine,NEUROCRINE,CAPSULE;ORAL,Type 1 - New Molecular Entity,Ingrezza,Prescription,PRIORITY,EQ 40MG BASE,To treat adults with tardive dyskinesia ,no,yes,neurology,Huntington’s disease.,adults,4/3/2017
Yes,Yes,None,valbenazine,NEUROCRINE,CAPSULE;ORAL,Type 1 - New Molecular Entity,Ingrezza,Prescription,PRIORITY,EQ 80MG BASE,To treat adults with tardive dyskinesia ,no,no,muscular,Tardive dyskinesia ,adults,4/11/2017
No,No,None,cerliponase alfa,BIOMARIN PHARM,INJECTABLE;INJECTION,,Brineura,Prescription,N/A; Orphan,30MG/ML,To treat a specific form of Batten disease,no,no,muscular,Tardive dyskinesia ,adults,4/11/2017
Yes,No,None,brigatinib,ARIAD,TABLET;ORAL,Type 1 - New Molecular Entity,Alunbrig,Prescription,PRIORITY; Orphan,30MG,To treat patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib,no,no,nervous system,Batten disease,children and adults,4/27/2017
Yes,No,None,brigatinib,ARIAD,TABLET;ORAL,Type 1 - New Molecular Entity,Alunbrig,Prescription,PRIORITY; Orphan,90MG,To treat patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib,no,no,cancer,lung,adults,4/28/2017
Yes,Yes,None,brigatinib,ARIAD,TABLET;ORAL,Type 1 - New Molecular Entity,Alunbrig,Prescription,PRIORITY; Orphan,180MG,To treat patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib,no,no,cancer,lung,adults,4/28/2017
Yes,Yes,None,midostaurin,NOVARTIS,CAPSULE;ORAL,Type 1 - New Molecular Entity,Rydapt,Prescription,PRIORITY; Orphan,25MG,"To treat acute myeloid leukemia, advanced systemic mastocytosis",no,no,cancer,lung,adults,4/28/2017
Yes,Yes,None,abaloparatide,RADIUS HEALTH INC,SOLUTION;SUBCUTANEOUS,Type 1 - New Molecular Entity and Type 4 - New Combination,Tymlos,Prescription,STANDARD,3.12MG/1.56ML (2MG/ML),To treat osteoporosis in postmenopausal women at high risk of fracture or those who have failed other therapies,no,no,cancer,blood,adults,4/28/2017
TBD,No,None,durvalumab,ASTRAZENECA UK LTD,INJECTABLE;INJECTION,,Imfinzi,Prescription,N/A,50MG/ML,To treat patients with locally advanced or metastatic urothelial carcinoma,no,no,immune disease,osteoporosis,female,4/28/2017
Yes,Yes,None,edaravone,MITSUBISHI TANABE,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Radicava,Prescription,STANDARD; Orphan,30MG/100ML (0.3MG/ML),To treat patients with amyotrophic lateral sclerosis (ALS),no,no,cancer,nephrology,adults,5/1/2017
Yes,Yes,None,edaravone,MITSUBISHI TANABE,SOLUTION;INTRAVENOUS,Type 1 - New Molecular Entity,Radicava,Prescription,STANDARD; Orphan,60MG/100ML (0.6MG/ML),To treat patients with amyotrophic lateral sclerosis (ALS),yes,no,nervous system,amyotrophic lateral sclerosis,adults,5/5/2017
TBD,No,None,sarilumab,SANOFI SYNTHELABO,INJECTABLE;INJECTION,,Kevzara,Prescription,N/A,150MG/1.14ML,,yes,no,nervous system,amyotrophic lateral sclerosis,adults,5/5/2017
TBD,No,None,sarilumab,SANOFI SYNTHELABO,INJECTABLE;INJECTION,,Kevzara,Prescription,N/A,200MG/1.14ML,,no,no,immune disease,rheumatoid arthritis,adults,5/22/2017
Yes,Yes,None,delafloxacin,MELINTA,TABLET;ORAL,Type 1 - New Molecular Entity,Baxdela,Prescription,PRIORITY,EQ 450MG BASE,To treat patients with acute bacterial skin infections,no,no,immune disease,rheumatoid arthritis,adults,5/22/2017
Yes,No,None,betrixaban,PORTOLA PHARMS INC,CAPSULE;ORAL,Type 1 - New Molecular Entity,Bevyxxa,Discontinued,PRIORITY,40MG,For the prophylaxis of venous thromboembolism (VTE) in adult patients hospitalized for an acute medical illness,no,no,vector-borne diseases,infection,adults,6/19/2017
Yes,No,None,betrixaban,PORTOLA PHARMS INC,CAPSULE;ORAL,Type 1 - New Molecular Entity,Bevyxxa,Discontinued,PRIORITY,80MG,For the prophylaxis of venous thromboembolism (VTE) in adult patients hospitalized for an acute medical illness,no,no,cardiovascular,blood,adults,6/23/2017
No,No,None,guselkumab,JANSSEN BIOTECH,INJECTABLE;INJECTION,,Tremfya,Prescription,N/A,100MG/ML,For the treatment of adult patients with moderate-to-severe plaque psoriasis,no,no,cardiovascular,blood,adults,6/23/2017
Yes,Yes,None,neratinib maleate,PUMA BIOTECH,TABLET;ORAL,Type 1 - New Molecular Entity,Nerlynx,Prescription,STANDARD,EQ 40MG BASE,To reduce the risk of breast cancer returning,no,no,immune disease,plaque psoriasis ,adults,7/13/2017
Yes,Yes,None,"sofosbuvir, velpatasvir and voxilaprevir",GILEAD SCIENCES INC,TABLET;ORAL,Type 1 - New Molecular Entity and Type 4 - New Combination,Vosevi,Prescription,PRIORITY,400MG;100MG;100MG,To treat adults with chronic hepatitis C virus,no,no,cancer,breast,female,7/17/2017
Yes,No,None,enasidenib,CELGENE CORP,TABLET;ORAL,Type 1 - New Molecular Entity,Idhifa,Prescription,PRIORITY; Orphan,EQ 50MG BASE,To treat relapsed or refractory acute myeloid leukemia,no,no,hepatitis C,liver,adults,7/18/2017
Yes,Yes,None,enasidenib,CELGENE CORP,TABLET;ORAL,Type 1 - New Molecular Entity,Idhifa,Prescription,PRIORITY; Orphan,EQ 100MG BASE,To treat relapsed or refractory acute myeloid leukemia,no,no,cancer,blood,adults,8/1/2017
Yes,Yes,None,glecaprevir and pibrentasvir,ABBVIE INC,TABLET;ORAL,Type 1 - New Molecular Entity and Type 4 - New Combination,Mavyret,Prescription,PRIORITY; Orphan,100MG;40MG,To treat adults with chronic hepatitis C virus,no,no,cancer,blood,adults,8/1/2017
TBD,No,None,inotuzumab ozogamicin,WYETH PHARMS INC,"POWDER, FOR INJECTION SOLUTION, LYOPHILIZED POWDER",,Besponsa,Prescription,N/A; Orphan,0.9/MG/VIAL,To treat adults with relapsed or refractory acute lymphoblastic leukemia,no,no,hepatitis C,liver,adults,8/3/2017
Yes,Yes,None,meropenem and vaborbactam,REMPEX,POWDER;INTRAVENOUS,Type 1 - New Molecular Entity and Type 4 - New Combination,Vabomere,Prescription,PRIORITY,1GM/VIAL;1GM/VIAL,To treat adults with complicated urinary tract infections,no,no,cancer,blood,adults,8/17/2017
Yes,No,None,benznidazole,CHEMO RESEARCH SL,TABLET;ORAL,Type 1 - New Molecular Entity,benznidazole,Prescription,PRIORITY; Orphan,12.5MG,To treat children ages 2 to 12 years old with Chagas disease,no,no,nephrology,UTI,adults,8/29/2017
Yes,Yes,None,benznidazole,CHEMO RESEARCH SL,TABLET;ORAL,Type 1 - New Molecular Entity,benznidazole,Prescription,PRIORITY; Orphan,100MG,To treat children ages 2 to 12 years old with Chagas disease,no,no,insect bite,Chagas disease,children,8/29/2017
Yes,Yes,None,copanlisib,BAYER HEALTHCARE,POWDER;INTRAVENOUS,Type 1 - New Molecular Entity,Aliqopa,Prescription,PRIORITY; Orphan,60MG/VIAL,To treat adults with relapsed follicular lymphoma,no,no,insect bite,Chagas disease,children,8/29/2017
Yes,Yes,None,secnidazole,LUPIN,GRANULE;ORAL,Type 1 - New Molecular Entity,Solosec,Prescription,PRIORITY,2GM/PACKET,To treat bacterial vaginosis,no,no,cancer,lymph node,adults,9/14/2017
Yes,No,None,abemaciclib,ELI LILLY AND CO,TABLET;ORAL,Type 1 - New Molecular Entity,Verzenio,Prescription,PRIORITY,50MG,To treat certain advanced or metastatic breast cancers,no,no,vector-borne diseases,infection,female,9/15/2017
Yes,No,None,abemaciclib,ELI LILLY AND CO,TABLET;ORAL,Type 1 - New Molecular Entity,Verzenio,Prescription,PRIORITY,100MG,To treat certain advanced or metastatic breast cancers,no,no,cancer,breast,female,9/28/2017
